,theme,asof,days,price,dd_52w,dd_pctile,dd_z,vs_sma200,vs_sma50,rs_spy_3m,rs_spy_6m,rs_spy_12m,ret_10d,vol_60d,dollar_vol,tp_pct,sl_pct,dip_low_pct,rr,size_1pct,is_dip,stabilizing,dip_score,theme_score,is_candidate
PBW,clean,2026-09-17,753.0000,30.7600,-0.3416,0.1798,-0.8356,-0.1130,-0.0642,-0.2580,-0.1928,0.0095,-0.0213,0.4088,12596984.6056,0.5188,-0.1770,-0.0293,2.9311,0.0565,True,False,0.2187,0.2187,True
ICLN,clean,2026-09-17,753.0000,17.7300,-0.2515,0.0436,-0.8415,-0.0545,-0.0140,-0.1661,-0.1913,0.0350,0.0207,0.2988,126680589.2906,0.3360,-0.1294,-0.0485,2.5963,0.0773,True,True,0.2988,0.2187,True
QCLN,clean,2026-09-17,753.0000,48.1000,-0.2975,0.0341,-0.7083,-0.0787,-0.0528,-0.2437,-0.1435,0.0468,-0.0082,0.4200,7329748.6726,0.4235,-0.1819,-0.0337,2.3286,0.0550,True,False,0.3708,0.2187,True
SHLD,defense-us,2026-09-17,753.0000,62.9900,-0.1900,0.0504,-0.7780,-0.0730,-0.0236,-0.0418,-0.3283,-0.2191,-0.0019,0.2443,59438956.1789,0.2346,-0.1058,-0.0790,2.2184,0.0945,True,False,0.2247,0.2247,True
XAR,defense-us,2026-09-17,753.0000,241.3200,-0.1867,0.0041,-0.6987,-0.0967,-0.0963,-0.1867,-0.2682,-0.0897,-0.0355,0.2672,68936246.8246,0.2296,-0.1157,0.0000,1.9842,0.0864,True,False,0.2573,0.2247,True
ITA,defense-us,2026-09-17,753.0000,213.8800,-0.1544,0.0027,-0.7260,-0.0687,-0.0920,-0.1499,-0.2332,-0.1062,-0.0414,0.2126,168139595.5356,0.1826,-0.0921,0.0000,1.9827,0.1086,True,False,0.2978,0.2247,True
PPA,defense-us,2026-09-17,753.0000,160.0400,-0.1368,0.0082,-0.6772,-0.0635,-0.0724,-0.1307,-0.2415,-0.0999,-0.0216,0.2019,35971504.6571,0.1584,-0.0874,-0.0036,1.8118,0.1144,True,False,0.3370,0.2247,True
XLU,utilities,2026-09-17,753.0000,41.6900,-0.1148,0.0041,-0.7892,-0.0575,-0.0503,-0.0882,-0.2550,-0.1497,-0.0230,0.1455,893940499.7968,0.1297,-0.0630,-0.0089,2.0590,0.1587,True,False,0.2848,0.2848,True
GLD,gold,2026-09-17,753.0000,398.3600,-0.1967,0.0668,-0.7960,-0.0428,0.0149,-0.0067,-0.2634,0.0048,-0.0110,0.2471,4826375368.4561,0.2449,-0.1070,-0.0838,2.2884,0.0935,True,False,0.3183,0.3183,True
XHB,housing,2026-09-17,753.0000,97.0700,-0.1966,0.1213,-0.7090,-0.0884,-0.0799,-0.1261,-0.1800,-0.3179,-0.0405,0.2772,178066808.0857,0.2447,-0.1200,-0.0242,2.0380,0.0833,True,False,0.3243,0.3243,True
ITB,housing,2026-09-17,753.0000,88.5500,-0.2109,0.2098,-0.6826,-0.0884,-0.0690,-0.0996,-0.1801,-0.3639,-0.0379,0.3090,193929879.2554,0.2673,-0.1338,-0.0359,1.9979,0.0747,True,False,0.3371,0.3243,True
INDA,india,2026-09-17,753.0000,48.0100,-0.1317,0.1172,-1.0520,-0.0434,-0.0253,-0.0533,-0.1530,-0.2770,-0.0392,0.1252,238360419.4109,0.1516,-0.0542,-0.0539,2.7978,0.1845,True,False,0.3328,0.3328,True
LIT,lithium,2026-09-17,753.0000,70.9000,-0.2228,0.2629,-0.8198,-0.0456,-0.0199,-0.1747,-0.1338,0.2088,-0.0452,0.2718,20595900.0280,0.2867,-0.1177,-0.0587,2.4361,0.0850,True,False,0.3919,0.3919,True
IGF,grid/infra,2026-09-17,753.0000,63.6000,-0.0703,0.0218,-0.7578,-0.0227,-0.0339,-0.0679,-0.1901,-0.0886,-0.0182,0.0927,46302915.9709,0.0756,-0.0402,-0.0096,1.8823,0.2490,True,False,0.4112,0.4112,True
PAVE,grid/infra,2026-09-17,753.0000,52.9100,-0.1165,0.0858,-0.6005,-0.0205,-0.0588,-0.1177,-0.1056,-0.0202,-0.0252,0.1940,86261880.1689,0.1318,-0.0840,-0.0030,1.5695,0.1191,True,False,0.5767,0.4112,True
GRID,grid/infra,2026-09-17,753.0000,176.8400,-0.1113,0.0450,-0.4219,0.0106,-0.0202,-0.1025,-0.0928,0.0307,0.0075,0.2639,87724000.2404,0.1253,-0.1143,-0.0527,1.0963,0.0875,True,True,0.7349,0.4112,True
BOTZ,ai/robot,2026-09-17,753.0000,35.1150,-0.1561,0.0640,-0.5960,-0.0483,-0.0180,-0.0972,-0.1510,-0.1443,-0.0021,0.2619,23026189.7062,0.1849,-0.1134,-0.0409,1.6310,0.0882,True,False,0.4633,0.4633,True
ARKQ,ai/robot,2026-09-17,753.0000,122.5200,-0.1481,0.1199,-0.4669,-0.0120,0.0066,-0.0997,-0.1291,0.0135,0.0190,0.3172,10727747.2591,0.1738,-0.1374,-0.1058,1.2656,0.0728,True,True,0.6221,0.4633,True
AIPO,ai/robot,2026-09-17,289.0000,28.2000,-0.1890,0.0370,-0.4625,0.0112,-0.0369,-0.1700,-0.0618,0.1443,0.0115,0.4085,34995344.1231,0.2330,-0.1769,-0.0674,1.3170,0.0565,True,True,0.7353,0.4633,True
ROBO,ai/robot,2026-09-17,753.0000,78.6300,-0.1296,0.0681,-0.4679,0.0116,-0.0236,-0.0949,-0.0477,0.0372,-0.0029,0.2770,14334014.4743,0.1489,-0.1200,-0.0365,1.2415,0.0834,True,False,0.7356,0.4633,True
BAI,ai/robot,2026-09-17,477.0000,44.2700,-0.1837,0.1550,-0.3497,0.0934,0.0027,-0.1530,0.1342,0.1378,0.0317,0.5251,100610041.5199,0.2250,-0.2274,-0.1529,0.9894,0.0440,True,True,0.8939,0.4633,True
QTUM,ai/robot,2026-09-17,753.0000,146.7500,-0.1290,0.0736,-0.3723,0.1097,-0.0054,-0.1270,0.1698,0.3029,0.0140,0.3464,37302313.9932,0.1481,-0.1500,-0.0989,0.9871,0.0667,True,True,0.9073,0.4633,True
XLY,discretionary,2026-09-17,753.0000,111.3900,-0.1019,0.1376,-0.5046,-0.0448,-0.0355,-0.0654,-0.1476,-0.2412,-0.0302,0.2019,665907672.4514,0.1134,-0.0874,-0.0533,1.2974,0.1144,True,False,0.5094,0.5094,False
XLI,industrials,2026-09-17,753.0000,169.0100,-0.0938,0.0327,-0.5831,-0.0119,-0.0569,-0.0885,-0.1305,-0.0408,-0.0218,0.1609,1255725231.0530,0.1035,-0.0697,-0.0018,1.4860,0.1435,True,False,0.5698,0.5698,False
VNM,vietnam,2026-09-17,753.0000,17.5500,-0.1136,0.3556,-0.4870,-0.0363,0.0042,-0.0498,-0.1285,-0.1945,-0.0272,0.2333,11290427.0006,0.1282,-0.1010,-0.0689,1.2688,0.0990,True,False,0.5824,0.5824,False
XRT,consumer,2026-09-17,753.0000,82.8200,-0.1032,0.1226,-0.5021,-0.0340,-0.0581,-0.0502,-0.1055,-0.2139,-0.0412,0.2055,315641054.6987,0.1151,-0.0890,-0.0011,1.2929,0.1124,True,False,0.6158,0.6158,False
IYT,transport,2026-09-17,753.0000,80.8000,-0.1003,0.1294,-0.6110,0.0018,-0.0586,-0.0599,-0.0637,-0.0187,-0.0281,0.1641,59716994.3468,0.1115,-0.0711,-0.0079,1.5684,0.1407,True,False,0.6302,0.6302,False
JETS,transport,2026-09-17,753.0000,28.1700,-0.1599,0.1594,-0.5612,-0.0107,-0.0697,-0.1006,-0.0135,-0.0632,-0.0056,0.2848,106178198.3888,0.1903,-0.1233,-0.0131,1.5427,0.0811,True,False,0.6763,0.6302,False
XME,base-metals,2026-09-17,753.0000,111.3200,-0.1614,0.1744,-0.4395,-0.0193,0.0045,-0.0909,-0.1261,0.0979,-0.0681,0.3671,205460096.9382,0.1924,-0.1590,-0.1234,1.2104,0.0629,True,False,0.6418,0.6418,False
COPX,base-metals,2026-09-17,753.0000,86.6100,-0.1020,0.4877,-0.2354,0.0624,0.0180,-0.0302,0.0007,0.4871,-0.0366,0.4334,302920602.6058,0.1136,-0.1877,-0.0279,0.6054,0.0533,True,False,0.8933,0.6418,False
XLC,comms,2026-09-17,753.0000,112.3500,-0.0589,0.1757,-0.3000,-0.0114,0.0105,-0.0003,-0.1649,-0.2084,-0.0006,0.1965,476738101.4958,0.0626,-0.0851,-0.0620,0.7363,0.1175,True,False,0.6803,0.6803,False
WGMI,crypto-equity,2026-09-17,753.0000,46.2000,-0.3592,0.2698,-0.3910,-0.0513,-0.0504,-0.3598,0.0225,-0.0092,0.0860,0.9186,31023671.9566,0.5606,-0.3978,-0.1065,1.4093,0.0251,True,True,0.7010,0.7010,False
BLOK,crypto-equity,2026-09-17,753.0000,62.0200,-0.1561,0.2888,-0.4006,0.0376,0.0081,-0.0867,0.0193,-0.2072,0.0083,0.3897,12714225.5931,0.1850,-0.1687,-0.2373,1.0961,0.0593,True,True,0.8146,0.7010,False
DTCR,reit,2026-09-17,753.0000,27.8800,-0.1379,0.0504,-0.5173,0.0483,-0.0082,-0.1390,-0.0385,0.2505,0.0160,0.2667,17458094.6239,0.1600,-0.1155,-0.0473,1.3858,0.0866,True,True,0.7295,0.7295,False
OIH,oil/gas,2026-09-17,753.0000,400.6000,-0.1175,0.6008,-0.3852,0.0461,-0.0031,-0.0231,-0.1142,0.3980,-0.0824,0.3049,117860619.2345,0.1331,-0.1320,-0.1023,1.0081,0.0757,True,False,0.7742,0.7742,False
PSI,semis,2026-09-17,753.0000,134.2500,-0.2852,0.0463,-0.4173,0.1035,-0.0514,-0.2302,0.2477,0.7987,0.0390,0.6835,41215639.8672,0.3990,-0.2960,-0.1009,1.3482,0.0338,True,True,0.8748,0.8748,False
XSD,semis,2026-09-17,753.0000,499.2700,-0.2313,0.0790,-0.4315,0.1230,-0.0145,-0.1900,0.3609,0.4664,0.0465,0.5361,54416600.0731,0.3009,-0.2321,-0.0999,1.2962,0.0431,True,True,0.8884,0.8748,False
SMH,semis,2026-09-17,753.0000,560.6100,-0.1619,0.1267,-0.3724,0.1532,-0.0086,-0.1334,0.2650,0.6623,0.0184,0.4348,3611481304.6173,0.1932,-0.1883,-0.1006,1.0260,0.0531,True,True,0.9341,0.8748,False
SOXX,semis,2026-09-17,753.0000,519.1000,-0.2070,0.1172,-0.3968,0.1788,-0.0137,-0.1657,0.3771,0.8457,0.0359,0.5217,3700340911.4923,0.2610,-0.2259,-0.1048,1.1554,0.0443,True,True,0.9345,0.8748,False
DRAM,semis,2026-09-17,116.0000,57.7800,-0.2842,0.4021,-0.3233,,0.0387,-0.2058,,,0.0279,0.8791,1633969778.8867,0.3970,-0.3806,-0.2238,1.0430,0.0263,True,True,0.9412,0.8748,False
EWY,korea,2026-09-17,753.0000,182.3900,-0.1679,0.1907,-0.2675,0.2077,0.0514,-0.1425,0.2239,1.1429,0.0197,0.6278,2209816070.8766,0.2018,-0.2719,-0.2093,0.7424,0.0368,True,True,0.9668,0.9668,False
ARGT,argentina,2026-09-17,753.0000,93.8400,-0.0851,0.3910,-0.4004,0.0153,-0.0014,-0.0599,-0.0724,0.1412,-0.0415,0.2125,12887955.1694,0.0930,-0.0920,-0.0921,1.0108,0.1087,False,False,,,False
PICK,base-metals,2026-09-17,753.0000,62.3300,-0.0882,0.4455,-0.3156,0.0543,0.0100,-0.0592,-0.0123,0.3201,-0.0393,0.2793,42878837.6639,0.0967,-0.1209,-0.1041,0.7994,0.0827,False,False,,,False
IAI,fin-other,2026-09-17,753.0000,182.5100,-0.0760,0.1403,-0.3463,0.0171,-0.0378,-0.0563,-0.0360,-0.1170,-0.0409,0.2195,17127232.8351,0.0822,-0.0950,-0.0074,0.8655,0.1052,False,False,,,False
EEM,em,2026-09-17,753.0000,66.9100,-0.0604,0.2275,-0.2431,0.0788,0.0163,-0.0559,0.0094,0.1182,-0.0036,0.2484,1142281155.7934,0.0643,-0.1076,-0.0873,0.5975,0.0930,False,False,,,False
XLB,materials,2026-09-17,753.0000,50.7100,-0.0552,0.3624,-0.3189,0.0113,-0.0206,-0.0534,-0.1045,-0.0292,-0.0423,0.1729,580771512.1450,0.0584,-0.0749,-0.0069,0.7796,0.1336,False,False,,,False
XLRE,realestate,2026-09-17,753.0000,42.9400,-0.0667,0.1662,-0.4941,0.0041,-0.0380,-0.0467,-0.1213,-0.1119,-0.0181,0.1350,215479799.5107,0.0715,-0.0585,-0.0030,1.2226,0.1710,False,False,,,False
IWM,bench,2026-09-17,753.0000,285.4300,-0.0620,0.2956,-0.4779,0.0444,-0.0314,-0.0446,0.0069,0.0418,-0.0266,0.1297,5874864712.2131,0.0661,-0.0562,-0.0053,1.1767,0.1780,False,False,,,False
VNQ,reit,2026-09-17,753.0000,93.8100,-0.0707,0.1730,-0.5396,0.0056,-0.0403,-0.0420,-0.1190,-0.1110,-0.0206,0.1311,303129799.8217,0.0761,-0.0568,-0.0035,1.3409,0.1762,False,False,,,False
QQQ,bench,2026-09-17,753.0000,716.9200,-0.0381,0.3243,-0.1884,0.0842,0.0098,-0.0385,0.0489,0.0503,0.0108,0.2024,21821557882.9477,0.0396,-0.0877,-0.0770,0.4522,0.1141,False,True,,,False
KBWB,banks,2026-09-17,753.0000,92.3100,-0.0740,0.1621,-0.4109,0.0508,-0.0449,-0.0366,0.0604,0.0484,-0.0400,0.1802,154393946.3487,0.0799,-0.0780,-0.0037,1.0247,0.1282,False,False,,,False
AIQ,ai/robot,2026-09-17,753.0000,64.3700,-0.0823,0.2084,-0.2826,0.1389,0.0354,-0.0312,0.1581,0.1687,0.0205,0.2911,66566694.0244,0.0896,-0.1260,-0.1303,0.7111,0.0793,False,True,,,False
XLP,staples,2026-09-17,753.0000,83.4900,-0.0607,0.1294,-0.3743,0.0066,-0.0169,-0.0272,-0.1361,-0.0925,-0.0239,0.1623,828034635.5196,0.0647,-0.0703,-0.0385,0.9202,0.1423,False,False,,,False
XLK,tech,2026-09-17,753.0000,188.0600,-0.0501,0.3597,-0.1762,0.1609,0.0275,-0.0185,0.2074,0.2199,0.0243,0.2842,1183758425.8110,0.0527,-0.1231,-0.1143,0.4284,0.0813,False,True,,,False
EFA,dev-exus,2026-09-17,753.0000,106.0400,-0.0255,0.3324,-0.2003,0.0503,-0.0020,-0.0101,-0.0450,0.0066,-0.0095,0.1271,1027884244.6744,0.0261,-0.0550,-0.0096,0.4746,0.1817,False,False,,,False
RSP,bench,2026-09-17,753.0000,213.3100,-0.0425,0.1826,-0.4110,0.0466,-0.0182,-0.0072,-0.0475,-0.0156,-0.0242,0.1033,1297548902.4024,0.0443,-0.0447,-0.0048,0.9913,0.2235,False,False,,,False
KBE,banks,2026-09-17,753.0000,66.6800,-0.0696,0.2875,-0.4399,0.0380,-0.0370,-0.0062,0.0126,-0.0277,-0.0244,0.1583,87539650.7582,0.0748,-0.0685,0.0000,1.0919,0.1459,False,False,,,False
KRE,banks,2026-09-17,753.0000,72.7400,-0.0666,0.4632,-0.4000,0.0414,-0.0354,-0.0035,0.0161,0.0016,-0.0202,0.1665,944020223.9510,0.0714,-0.0721,-0.0016,0.9896,0.1387,False,False,,,False
SPY,bench,2026-09-17,753.0000,762.6000,-0.0196,0.3052,-0.1737,0.0684,0.0040,0.0000,0.0000,0.0000,-0.0033,0.1131,30422283046.4984,0.0200,-0.0490,-0.0112,0.4091,0.2042,False,False,,,False
EWJ,japan,2026-09-17,753.0000,97.9100,-0.0066,0.7956,-0.0331,0.0984,0.0319,0.0048,0.0108,0.0871,0.0195,0.1992,337011029.8929,0.0066,-0.0863,-0.0101,0.0769,0.1159,False,True,,,False
XLF,financials,2026-09-17,753.0000,55.8800,-0.0458,0.2343,-0.3515,0.0458,-0.0226,0.0056,-0.0081,-0.1088,-0.0309,0.1302,1745341593.6746,0.0480,-0.0564,0.0000,0.8506,0.1774,False,False,,,False
EWT,taiwan,2026-09-17,753.0000,110.6400,-0.0137,0.6580,-0.0391,0.2881,0.0640,0.0208,0.3918,0.6593,0.0111,0.3512,391530707.2086,0.0139,-0.1521,-0.0359,0.0915,0.0658,False,True,,,False
IAK,fin-other,2026-09-17,753.0000,143.5800,-0.0525,0.2057,-0.2735,0.0627,-0.0114,0.0351,-0.0292,-0.0344,-0.0049,0.1921,15016629.2359,0.0554,-0.0832,-0.0079,0.6666,0.1202,False,False,,,False
IHI,health-other,2026-09-17,753.0000,51.7000,-0.1942,0.0845,-0.7520,-0.0591,-0.0256,0.0380,-0.2186,-0.3074,-0.0485,0.2582,136730752.0969,0.2410,-0.1118,-0.0831,2.1552,0.0894,False,False,,,False
PPH,health-other,2026-09-17,753.0000,111.6700,-0.0526,0.4401,-0.2454,0.0575,0.0001,0.0456,-0.0511,0.1218,-0.0333,0.2143,24539371.4626,0.0555,-0.0928,-0.0200,0.5983,0.1078,False,False,,,False
IHF,health-other,2026-09-17,753.0000,56.5500,-0.0246,0.7125,-0.1481,0.1297,-0.0038,0.0492,0.1529,0.0288,-0.0168,0.1662,34631089.7429,0.0252,-0.0720,-0.0122,0.3507,0.1390,False,False,,,False
ARKW,internet/ark,2026-09-17,753.0000,157.0100,-0.1249,0.3624,-0.3970,0.1089,0.0513,0.0584,0.0615,-0.2123,0.0277,0.3147,8319193.7662,0.1428,-0.1363,-0.2711,1.0476,0.0734,False,True,,,False
MAGS,bench,2026-09-17,753.0000,70.7800,-0.0023,0.8556,-0.0097,0.0823,0.0462,0.0648,0.0167,-0.0534,0.0294,0.2319,207318299.8133,0.0023,-0.1004,-0.1372,0.0225,0.0996,False,True,,,False
EWZ,brazil,2026-09-17,753.0000,37.7400,-0.0870,0.4932,-0.3959,0.0523,0.0486,0.0746,-0.1084,0.1167,-0.0092,0.2197,928847550.1408,0.0953,-0.0952,-0.1157,1.0015,0.1051,False,False,,,False
SIL,silver,2026-09-17,753.0000,95.0100,-0.1939,0.1730,-0.4004,0.0500,0.0891,0.0751,-0.0763,0.3035,-0.0373,0.4844,119848720.9578,0.2406,-0.2097,-0.2484,1.1471,0.0477,False,False,,,False
ARKK,internet/ark,2026-09-17,753.0000,86.9200,-0.0606,0.7371,-0.1626,0.1249,0.0823,0.0755,0.0581,-0.0956,0.0423,0.3729,398204318.7091,0.0645,-0.1615,-0.2692,0.3997,0.0619,False,True,,,False
AMLP,oil/gas,2026-09-17,753.0000,55.0100,-0.0210,0.5531,-0.1542,0.0906,0.0117,0.0757,-0.0709,0.0798,-0.0140,0.1362,58473007.9241,0.0215,-0.0590,-0.0051,0.3638,0.1696,False,False,,,False
FDN,internet/ark,2026-09-17,753.0000,291.6000,-0.0124,0.6948,-0.0619,0.1004,0.0324,0.0779,0.0412,-0.1380,0.0146,0.1998,39630749.8026,0.0125,-0.0865,-0.0269,0.1447,0.1156,False,True,,,False
XLV,health,2026-09-17,753.0000,168.8100,-0.0391,0.4891,-0.2032,0.0884,0.0131,0.0932,-0.0020,0.0861,-0.0239,0.1924,1253140493.3530,0.0407,-0.0833,-0.0204,0.4884,0.1200,False,False,,,False
GDXJ,gold,2026-09-17,753.0000,123.6300,-0.2085,0.1322,-0.3931,0.0392,0.0864,0.0942,-0.0967,0.2552,-0.0345,0.5304,547400602.3183,0.2634,-0.2297,-0.2586,1.1468,0.0435,False,False,,,False
ARKF,fin-other,2026-09-17,753.0000,44.6500,-0.2402,0.2166,-0.7391,0.0453,0.0308,0.0945,-0.0555,-0.3604,-0.0157,0.3250,5743237.4490,0.3162,-0.1407,-0.1906,2.2466,0.0710,False,False,,,False
FCG,oil/gas,2026-09-17,753.0000,30.7100,-0.0566,0.7616,-0.1959,0.0994,0.0305,0.1003,-0.1357,0.1510,-0.0388,0.2892,26203641.5570,0.0600,-0.1252,-0.1485,0.4795,0.0799,False,False,,,False
XBI,biotech,2026-09-17,753.0000,158.2500,-0.0666,0.4755,-0.2309,0.1567,0.0034,0.1046,0.1489,0.5276,-0.0431,0.2887,1365567970.2864,0.0714,-0.1250,-0.0267,0.5713,0.0800,False,False,,,False
GDX,gold,2026-09-17,753.0000,95.9200,-0.1720,0.1812,-0.3595,0.0592,0.0952,0.1052,-0.0704,0.2316,-0.0175,0.4783,2327864329.0157,0.2077,-0.2071,-0.2625,1.0027,0.0483,False,False,,,False
IGV,software,2026-09-17,753.0000,105.7800,-0.1018,0.3324,-0.2971,0.1294,0.0599,0.1545,0.0954,-0.2296,0.0228,0.3427,1088671024.6323,0.1133,-0.1484,-0.2942,0.7638,0.0674,False,True,,,False
XLE,energy,2026-09-17,753.0000,64.4800,-0.0220,0.8161,-0.1026,0.1678,0.0573,0.1561,-0.0403,0.3129,-0.0095,0.2144,1933022893.0719,0.0225,-0.0928,-0.0070,0.2423,0.1077,False,False,,,False
IBIT,crypto-spot,2026-09-17,673.0000,43.3000,-0.3926,0.1835,-1.0642,0.0280,0.0959,0.1590,-0.0836,-0.5159,-0.0112,0.3689,2620708105.2665,0.6464,-0.1598,-0.2312,4.0464,0.0626,False,False,,,False
IBB,biotech,2026-09-17,753.0000,207.0700,-0.0455,0.4578,-0.1832,0.1577,0.0369,0.1621,0.1055,0.3039,-0.0314,0.2486,332277234.7305,0.0477,-0.1076,-0.0245,0.4432,0.0929,False,False,,,False
CIBR,cyber,2026-09-17,753.0000,101.6600,-0.0053,0.8147,-0.0157,0.2987,0.0699,0.1761,0.4099,0.1865,0.0868,0.3362,165677132.9552,0.0053,-0.1456,-0.0905,0.0365,0.0687,False,True,,,False
XOP,oil/gas,2026-09-17,753.0000,192.5900,-0.0356,0.8569,-0.1282,0.2024,0.0711,0.2107,-0.0382,0.3088,-0.0030,0.2777,577780081.0408,0.0369,-0.1202,-0.0041,0.3070,0.0832,False,False,,,False
SKYY,software,2026-09-17,753.0000,164.3900,-0.0268,0.6567,-0.0939,0.2556,0.0782,0.2143,0.2924,0.0517,0.0319,0.2850,35779955.5911,0.0275,-0.1234,-0.0473,0.2228,0.0810,False,True,,,False
HACK,cyber,2026-09-17,753.0000,120.4800,-0.0116,0.7452,-0.0299,0.3282,0.0741,0.2313,0.3830,0.2365,0.1015,0.3873,38451686.8813,0.0117,-0.1677,-0.1028,0.0698,0.0596,False,True,,,False
BUG,cyber,2026-09-17,753.0000,45.3200,0.0000,1.0000,0.0000,0.3885,0.1059,0.3153,0.5700,0.1593,0.1174,0.4736,65258084.9527,0.0000,-0.2051,0.0000,0.0000,0.0488,False,True,,,False
USO,oil/gas,2026-09-17,753.0000,155.3100,-0.0405,0.8815,-0.0773,0.4008,0.1799,0.3278,0.1174,0.8842,0.1003,0.5236,752672314.3701,0.0422,-0.2267,0.0000,0.1860,0.0441,False,True,,,False
WCLD,software,2026-09-17,753.0000,41.0600,-0.0484,0.8052,-0.1189,0.2692,0.0750,0.3544,0.2826,-0.0213,0.0027,0.4074,28340416.3429,0.0509,-0.1764,-0.0555,0.2885,0.0567,False,True,,,False
ETHA,crypto-spot,2026-09-17,541.0000,18.4700,-0.4839,0.3621,-0.9972,0.0769,0.1571,0.3813,-0.0397,-0.6250,0.0233,0.4853,919141619.6160,0.9377,-0.2101,-0.3644,4.4623,0.0476,False,True,,,False
ARKG,biotech,2026-09-17,753.0000,51.5900,0.0000,1.0000,0.0000,0.5117,0.1786,0.4405,0.7995,0.7749,0.0942,0.4612,215995465.8146,0.0000,-0.1997,0.0000,0.0000,0.0501,False,True,,,False
